id,property_id,rating_count,city,price
"1272","307520","331","Corbett","2188"
"1273","307640","297","Ludhiana","1830"
"1274","308320","21","Jaipur","995"
"1275","308500","32","Kochi","658"
"1276","308760","115","Jaipur","2402"
"1277","308880","1","Jaipur","988"
"1278","308942","55","Corbett","609"
"1279","309060","19","Dharamshala","929"
"1280","309080","43","Kolkata","853"
"1281","309140","16","Kolkata","533"
"1282","309480","84","Corbett","884"
"1283","309581","36","Jaipur","859"
"1284","309720","63","Jabalpur","715"
"1285","309840","70","Dehradun","646"
"1286","309854","145","Dharamshala","2717"
"1287","309856","182","Digha","2991"
"1288","309857","17","Digha","894"
"1289","309858","10","Faridabad","609"
"1290","309860","453","Gangtok","3276"
"1291","309863","22","Goa","816"
"1292","309872","66","Hyderabad","621"
"1293","309876","381","Kanyakumari","2666"
"1294","309877","46","Kochi","704"
"1295","309878","85","Kochi","515"
"1296","309881","130","Kumarakom","1886"
"1297","310000","176","Kovalam","1911"
"1298","310100","81","Jaipur","515"
"1299","310121","1","Jaipur","548"
"1300","310420","18","Lucknow","786"
"1301","310640","23","Kumarakom","632"
"1302","310740","271","Hyderabad","2637"
"1303","311140","21","Jaipur","644"
"1304","311160","27","Kolkata","727"
"1305","311440","49","Gangtok","753"
"1306","311460","57","Kolkata","885"
"1307","311560","1","Jaipur","575"
"1308","311860","37","Katra","978"
"1309","311900","108","Goa","1571"
"1310","312100","120","Darjeeling","1527"
"1311","312581","46","Ghaziabad","793"
"1312","312740","69","Hyderabad","596"
"1313","312760","33","Jaipur","549"
"1314","312840","15","Jaipur","788"
"1315","312922","105","Kochi","1512"
"1316","312924","37","Kumarakom","760"
"1317","312940","337","Dalhousie","1507"
"1318","313160","17","Dharamshala","789"
"1319","313240","12","Kullu","851"
"1320","313320","153","Chail","2987"
"1321","313341","11","Dehradun","835"
"1322","313420","119","Dehradun","1739"
"1323","313500","80","Dharamshala","982"
"1324","313520","97","Dehradun","633"
"1325","313602","56","Jaipur","1000"
"1326","313682","115","Dehradun","2794"
"1327","313700","22","Jaipur","904"
"1328","313741","387","Kochi","1734"
"1329","313763","37","Leh","787"
"1330","313767","528","Gangtok","4966"
"1331","313768","551","Darjeeling","4705"
"1332","313803","112","Dehradun","1799"
"1333","313805","162","Gandhinagar","1783"
"1334","313806","134","Corbett","2151"
"1335","313820","2","Dehradun","524"
"1336","313865","40","Kolkata","584"
"1337","313902","133","Kollam","2367"
"1338","314005","212","Jaipur","2090"
"1339","314023","83","Coimbatore","952"
"1340","314046","71","Faridabad","645"
"1341","314051","17","Jaipur","551"
"1342","314062","70","Kota","901"
"1343","314081","9","Darjeeling","567"
"1344","314148","138","Kolkata","1530"
"1345","314160","37","Darjeeling","750"
"1346","314169","7","Kottayam","934"
"1347","314183","19","Idukki","884"
"1348","314190","105","Gangtok","2241"
"1349","314197","57","Jaipur","819"
"1350","314198","17","Gangtok","972"
"1351","314283","102","Coorg","2300"
"1352","314294","79","Dalhousie","786"
"1353","314320","1120","Kolkata","6767"
"1354","314324","67","Jalandhar","617"
"1355","314443","35","Kolkata","587"
"1356","314471","66","Kochi","502"
"1357","314497","20","Jabalpur","936"
"1358","314500","368","Coorg","2265"
"1359","314517","144","Coorg","2334"
"1360","314519","30","Lucknow","954"
"1361","314524","315","Kaziranga","2195"
"1362","314537","58","Goa","769"
"1363","314543","20","Coorg","571"
"1364","314547","135","Coorg","2221"
"1365","314561","61","Chandigarh","562"
"1366","314580","4","Kochi","596"
"1367","314581","263","Kovalam","2082"
"1368","314640","125","Kochi","2091"
"1369","314681","302","Darjeeling","2271"
"1370","314700","40","Indore","675"
"1371","314721","1","Jaipur","860"
"1372","314723","19","Dehradun","646"
"1373","314740","43","Dehradun","661"
"1374","314762","21","Jaisalmer","613"
"1375","314782","1","Indore","762"
"1376","314840","1","Jaisalmer","803"
"1377","314846","20","Dehradun","581"
"1378","314950","42","Kolkata","537"
"1379","314970","27","Gangtok","937"
"1380","314990","40","Kolkata","773"
"1381","315133","47","Lachung","921"
"1382","315134","18","Jaipur","837"
"1383","315190","19","Jaipur","999"
"1384","315251","31","Jaipur","881"
"1385","315276","1","Gangtok","919"
"1386","315316","96","Coonoor","851"
"1387","315356","35","Katra","530"
"1388","315379","63","Katra","669"
"1389","315381","21","Katra","510"
"1390","315385","20","Jaipur","886"
"1391","315396","40","Kochi","640"
"1392","315441","41","Jaipur","949"
"1393","315458","21","Jaipur","607"
"1394","315478","57","Coorg","751"
"1395","315481","26","Katra","795"
"1396","315538","50","Jaipur","884"
"1397","315560","18","Jaipur","867"
"1398","315638","52","Katra","773"
"1399","315657","8","Kolkata","534"
"1400","315679","25","Jaipur","872"
"1401","315698","49","Coorg","766"
"1402","315857","24","Kolkata","753"
"1403","315897","21","Jaipur","999"
"1404","315920","1","Havelock Island","779"
"1405","315979","120","Ludhiana","2437"
"1406","315997","189","Darjeeling","2763"
"1407","316017","230","Kolkata","1983"
"1408","316037","28","Jaipur","735"
"1409","316218","571","Katra","3149"
"1410","316297","61","Katra","716"
"1411","316298","37","Bodhgaya","945"
"1412","316359","13","Gangtok","992"
"1413","316678","108","Kollur","2280"
"1414","316717","1","Jaipur","913"
"1415","316737","6","Kolkata","733"
"1416","316857","82","Kozhikode","569"
"1417","316879","25","Darjeeling","832"
"1418","316900","128","Dechu","1869"
"1419","316920","43","Gangtok","671"
"1420","317000","78","Ghaziabad","992"
"1421","317158","52","Lucknow","684"
"1422","317159","184","Jaipur","1583"
"1423","317179","142","Darjeeling","2807"
"1424","317220","22","Corbett","772"
"1425","317259","40","Gangtok","757"
"1426","317318","22","Gangtok","685"
"1427","317381","21","Dharamshala","901"
"1428","317383","10","Dharamshala","743"
"1429","317518","85","Corbett","581"
"1430","317578","163","Kochi","2961"
"1431","317579","383","Kochi","1598"
"1432","317680","10","Kovalam","756"
"1433","317698","763","Kovalam","3111"
"1434","317718","84","Jaipur","529"
"1435","317761","130","Dharamshala","2685"
"1436","317822","364","Goa","1881"
"1437","318104","148","Kaziranga","2589"
"1438","318163","61","Jaipur","930"
"1439","318292","30","Hyderabad","579"
"1440","318346","50","Hyderabad","875"
"1441","318409","192","Kodaikanal","1941"
"1442","318426","44","Jaipur","619"
"1443","318452","82","Jaipur","621"
"1444","318467","22","Haridwar","680"
"1445","318486","123","Corbett","2180"
"1446","318504","2","Kochi","564"
"1447","318544","81","Khajjiar","502"
"1448","318545","73","Coimbatore","960"
"1449","318726","158","Corbett","2230"
"1450","318727","22","Jaipur","837"
"1451","318735","23","Gangtok","597"
"1452","318769","13","Jaipur","951"
"1453","318806","85","Corbett","679"
"1454","318945","32","Jaipur","673"
"1455","319065","15","Jaipur","562"
"1456","319067","9","Gangtok","917"
"1457","319126","24","Jaipur","899"
"1458","319167","738","Lonavala","4785"
"1459","319168","19","Jaipur","747"
"1460","319396","24","Katra","699"
"1461","319438","11","Kolkata","745"
"1462","319439","89","Kanha","832"
"1463","319477","124","Dalhousie","2020"
"1464","319516","154","Darjeeling","2165"
"1465","319552","6","Darjeeling","989"
"1466","319558","35","Lonavala","865"
"1467","319591","52","Lachung","778"
"1468","319619","1012","Goa","5587"
"1469","319631","197","Lonavala","2208"
"1470","319632","8","Darjeeling","756"
"1471","319634","51","Chidambaram","697"
"1472","319735","11","Kolkata","807"
"1473","319779","56","Dharamshala","656"
"1474","319832","11","Goa","998"
"1475","319892","9","Goa","690"
"1476","319935","451","Faridabad","3582"
"1477","319993","31","Gangtok","651"
"1478","320155","8","Dharamshala","950"
"1479","320191","58","Leh","899"
"1480","320491","31","Jabalpur","571"
"1481","320496","52","Leh","505"
"1482","320518","35","Khajuraho","700"
"1483","320613","5","Khajuraho","630"
"1484","320773","19","Khajuraho","675"
"1485","320875","53","Dhanaulti","941"
"1486","320878","8","Kolkata","698"
"1487","320879","49","Kolkata","834"
"1488","320893","16","Ghaziabad","834"
"1489","321097","105","Ludhiana","2594"
"1490","321156","85","Chennai","814"
"1491","321196","412","Ganpatipule","4574"
"1492","321273","324","Gangtok","2822"
"1493","321293","121","Kolhapur","2795"
"1494","321353","401","Katra","3859"
"1495","321394","275","Goa","2494"
"1496","321542","34","Hyderabad","698"
"1497","321553","159","Kolkata","1584"
"1498","321574","32","Hyderabad","588"
"1499","321575","26","Hyderabad","907"
"1500","321633","9","Gangtok","999"
"1501","321713","1","Goa","929"
"1502","321757","54","Kochi","949"
"1503","327239","36","Goa","716"
"1504","327334","64","Daman","815"
"1505","327343","23","Ghaziabad","933"
"1506","327354","222","Lansdowne","2517"
"1507","327417","113","Goa","1690"
"1508","327454","57","Goa","850"
"1509","327455","5","Chennai","900"
"1510","327456","69","Goa","566"
"1511","327458","62","Goa","776"
"1512","327475","1105","Goa","6524"
"1513","327496","38","Kochi","992"
"1514","327500","66","Corbett","865"
"1515","327534","9","Chennai","937"
"1516","327543","31","Chennai","763"
"1517","327554","22","Chennai","668"
"1518","327574","130","Kodaikanal","2977"
"1519","327576","10","Kodaikanal","739"
"1520","327577","100","Kodaikanal","771"
"1521","327614","48","Kodaikanal","948"
"1522","327675","1","Jaipur","827"
"1523","327677","23","Chennai","877"
"1524","327698","143","Lucknow","2175"
"1525","327801","31","Kolhapur","606"
"1526","327879","59","Kochi","501"
"1527","327899","4","Kochi","770"
"1528","327900","111","Kochi","2021"
"1529","327901","360","Chikmaglur","2032"
"1530","327958","9","Durg","942"
"1531","327998","25","Kochi","574"
"1532","327999","68","Coorg","769"
"1533","328078","133","Chandigarh","2413"
"1534","328119","3","Kodaikanal","866"
"1535","328122","60","Coimbatore","928"
"1536","328181","56","Kumarakom","803"
"1537","328219","251","Kollam","2490"
"1538","328379","25","Kolkata","608"
"1539","328458","30","Deoghar","889"
"1540","328520","70","Lonavala","891"
"1541","328558","3","Coorg","808"
"1542","328601","6","Jaipur","989"
"1543","328639","18","Dooars","610"
"1544","328681","19","Kochi","757"
"1545","328739","125","Gangtok","2777"
"1546","328818","109","Gangtok","1893"
"1547","328819","15","Jaipur","563"
"1548","328899","16","Jaipur","696"
"1549","329018","185","Coorg","2729"
"1550","329047","34","Coorg","972"
"1551","329059","30","Coorg","796"
"1552","329079","140","Jaipur","2879"
"1553","329119","419","Kodaikanal","4721"
"1554","329124","2","Coorg","902"
"1555","329259","42","Kolkata","920"
"1556","329319","42","Darjeeling","577"
"1557","329342","201","Indore","1529"
"1558","329343","8","Coorg","814"
"1559","329379","308","Corbett","1689"
"1560","329440","21","Jaisalmer","958"
"1561","329458","31","Coimbatore","975"
"1562","329459","21","Jaisalmer","630"
"1563","329638","53","Indore","514"
"1564","329698","113","Faridabad","1752"
"1565","329743","24","Jaipur","871"
"1566","329758","9","Kochi","615"
"1567","329759","115","Kochi","1586"
"1568","329818","23","Jaipur","774"
"1569","329840","515","Kochi","3118"
"1570","329845","15","Jaipur","521"
"1571","329858","86","Corbett","560"
"1572","329898","54","Lonavala","895"
"1573","329960","85","Dehradun","617"
"1574","329981","107","Corbett","2665"
"1575","329983","17","Gangtok","879"
"1576","330018","13","Gangtok","753"
"1577","330022","1","Dwarka","799"
"1578","330023","48","Dwarka","665"
"1579","330041","4","Corbett","531"
"1580","330079","35","Dwarka","611"
"1581","330118","3","Ghaziabad","963"
"1582","330181","4","Gangtok","839"
"1583","330218","17","Gangtok","642"
"1584","330219","25","Gangtok","624"
"1585","330360","4","Chennai","830"
"1586","330400","35","Jaisalmer","990"
"1587","330401","339","Chennai","2802"
"1588","330448","236","Kumbakonam","1699"
"1589","330449","20","Jaipur","636"
"1590","330450","29","Jaipur","724"
"1591","330451","14","Kovalam","542"
"1592","330488","428","Hyderabad","4237"
"1593","330510","22","Jaipur","531"
"1594","330515","632","Kollam","3881"
"1595","330650","1485","Kovalam","6985"
"1596","330708","128","Ghaziabad","2600"
"1597","330890","15","Lucknow","558"
"1598","330891","21","Jaipur","846"
"1599","330948","64","Dehradun","898"
"1600","331010","23","Lucknow","614"
"1601","331050","1","Jaipur","900"
"1602","331092","14","Lucknow","755"
"1603","331170","375","Gangtok","1546"
"1604","331210","10","Lucknow","511"
"1605","331216","33","Lucknow","801"
"1606","331250","14","Lucknow","760"
"1607","331430","17","Lucknow","621"
"1608","331450","23","Jaipur","700"
"1609","331510","704","Lonavala","3645"
"1610","331532","156","Corbett","2605"
"1611","331550","26","Jaipur","790"
"1612","331571","11","Kochi","711"
"1613","331591","121","Kochi","2369"
"1614","331617","19","Kochi","676"
"1615","331691","12","Corbett","835"
"1616","331752","142","Goa","1849"
"1617","331871","125","Chandigarh","2085"
"1618","331891","69","Kochi","891"
"1619","331892","3","Kochi","823"
"1620","331893","64","Kolkata","582"
"1621","331930","53","Kochi","919"
"1622","331951","352","Kochi","1537"
"1623","331973","269","Kochi","2525"
"1624","332215","19","Jaipur","533"
"1625","332307","1","Hyderabad","594"
"1626","332314","21","Jaipur","859"
"1627","332334","144","Kausani","2472"
"1628","332374","34","Kochi","506"
"1629","332375","34","Gangtok","579"
"1630","332445","34","Faridabad","631"
"1631","332494","30","Kumarakom","831"
"1632","332498","15","Kochi","726"
"1633","332557","305","Lucknow","1563"
"1634","332574","3","Kolkata","752"
"1635","332598","5","Kottayam","559"
"1636","332614","16","Jaisalmer","853"
"1637","332674","23","Kochi","677"
"1638","332817","37","Indore","747"
"1639","332858","280","Goa","2781"
"1640","332915","1","Jaipur","666"
"1641","333045","33","Kausani","686"
"1642","333218","133","Chettinad","2810"
"1643","333282","50","Chennai","614"
"1644","333520","731","Kumarakom","3587"
"1645","333681","259","Kolkata","2796"
"1646","333740","12","Dehradun","905"
"1647","333879","2","Katra","1000"
"1648","334000","33","Goa","556"
"1649","334041","32","Khandala","750"
"1650","334219","22","Kottayam","685"
"1651","334401","2","Gangtok","686"
"1652","334419","162","Kolkata","2782"
"1653","334460","26","Jaipur","525"
"1654","334461","18","Gangtok","650"
"1655","334462","15","Leh","873"
"1656","334481","19","Kolkata","688"
"1657","334482","168","Leh","2924"
"1658","334499","29","Gangtok","918"
"1659","334523","373","Kolkata","1878"
"1660","334539","9","Kalimpong","533"
"1661","334541","93","Leh","569"
"1662","334559","56","Darjeeling","512"
"1663","334585","28","Jaisalmer","717"
"1664","334640","262","Kochi","2383"
"1665","334839","24","Corbett","764"
"1666","334841","24","Gurgaon","571"
"1667","334939","275","Corbett","2158"
"1668","334987","3","Gangtok","660"
"1669","335001","2","Gangtok","747"
"1670","335022","15","Faizabad","551"
"1671","335043","152","Gangtok","2721"
"1672","335082","2","Katra","532"
"1673","335119","189","Coorg","2173"
"1674","335121","44","Jaipur","892"
"1675","335127","6","Chengannur","784"
"1676","335140","232","Kolkata","2238"
"1677","335241","5","Kodaikanal","594"
"1678","335260","57","Chikmaglur","577"
"1679","335262","140","Gangtok","2091"
"1680","335263","201","Gangtok","1814"
"1681","335264","16","Gangtok","628"
"1682","335285","28","Kodaikanal","923"
"1683","337439","17","Kolkata","966"
"1684","353059","588","Coorg","3500"
"1685","353120","34","Jaipur","577"
"1686","353122","95","Dehradun","797"
"1687","353139","210","Goa","2169"
"1688","353140","32","Goa","934"
"1689","353162","69","Goa","712"
"1690","353221","18","Leh","571"
"1691","353264","10","Katra","774"
"1692","353265","50","Katra","702"
"1693","353267","13","Katra","967"
"1694","353280","44","Katra","732"
"1695","353340","42","Dharamshala","709"
"1696","353343","22","Darjeeling","871"
"1697","353420","263","Darjeeling","2199"
"1698","353439","26","Katra","680"
"1699","353440","22","Dharamshala","965"
"1700","353540","33","Hyderabad","732"
"1701","353541","48","Lonavala","821"
"1702","353560","30","Leh","708"
"1703","353564","29","Dharamshala","817"
"1704","353579","100","Kumbakonam","690"
"1705","353839","32","Kollam","917"
"1706","353900","9","Gangtok","944"
"1707","353943","54","Jaipur","768"
"1708","354003","13","Dead City","819"
"1709","354004","22","Jaipur","799"
"1710","354020","87","Jaisalmer","601"
"1711","354059","265","Daman","2281"
"1712","354102","64","Jaipur","822"
"1713","354103","59","Bodhgaya","614"
"1714","354119","41","Jaipur","663"
"1715","354144","72","Ludhiana","961"
"1716","354207","33","Kausani","659"
"1717","354224","69","Jaipur","566"
"1718","354243","5","Kullu","701"
"1719","354244","28","Kullu","629"
"1720","354259","541","Kochi","4691"
"1721","354261","8","Kullu","605"
"1722","354379","40","Gangtok","706"
"1723","354419","65","Leh","956"
"1724","354427","41","Jabalpur","766"
"1725","354459","177","Leh","1600"
"1726","354483","1","Goa","952"
"1727","354487","27","Ghaziabad","526"
"1728","354521","21","Indore","925"
"1729","354540","17","Kolhapur","736"
"1730","354572","884","Kovalam","4965"
"1731","354626","25","Ghaziabad","612"
"1732","354659","62","Ghaziabad","869"
"1733","354660","19","Jaipur","808"
"1734","354680","106","Goa","1850"
"1735","354685","17","Kochi","688"
"1736","354688","4","Coorg","627"
"1737","354704","46","Lucknow","981"
"1738","354722","63","Dehradun","899"
"1739","354739","46","Kochi","952"
"1740","354741","58","Kochi","671"
"1741","354779","40","Dalhousie","881"
"1742","354868","49","Kochi","579"
"1743","354876","2","Kochi","785"
"1744","354890","27","Dalhousie","994"
"1745","354891","37","Dalhousie","582"
"1746","354892","32","Kochi","512"
"1747","354896","143","Dalhousie","2445"
"1748","354898","45","Kochi","629"
"1749","354920","87","Kochi","891"
"1750","354922","11","Ludhiana","890"
"1751","354923","228","Kochi","2771"
"1752","354964","91","Dharamshala","971"
"1753","355000","32","Kolkata","606"
"1754","355009","21","Dharamshala","831"
"1755","355047","254","Kochi","1798"
"1756","355051","498","Chandigarh","3060"
"1757","355081","103","Lucknow","2017"
"1758","355139","17","Jaipur","939"
"1759","355199","20","Dooars","626"
"1760","355261","29","Jaipur","990"
"1761","355262","23","Kaziranga","655"
"1762","355321","125","Chikmaglur","2892"
"1763","355323","93","Corbett","638"
"1764","358582","66","Kochi","584"
"1765","358583","33","Kochi","579"
"1766","358586","20","Kochi","687"
"1767","358606","9","Goa","687"
"1768","358623","67","Kochi","615"
"1769","358639","264","Kochi","2921"
"1770","358682","8","Jaipur","855"
"1771","358762","13","Jaipur","591"
"1772","374802","11","Dharamshala","743"
"1773","374823","788","Goa","3190"
"1774","374825","54","Goa","886"
"1775","374846","9","Goa","575"
"1776","374862","15","Jaipur","901"
"1777","374864","1","Goa","836"
"1778","374923","118","Chennai","2434"
"1779","374943","41","Jaisalmer","804"
"1780","374982","19","Dharamshala","624"
"1781","375004","1","Kochi","666"
"1782","375005","56","Kovalam","850"
"1783","375053","47","Coorg","812"
"1784","375069","236","Kovalam","1756"
"1785","375089","70","Kovalam","779"
"1786","375096","85","Kovalam","753"
"1787","375111","96","Goa","840"
"1788","375137","170","Kovalam","2437"
"1789","375176","33","Kovalam","867"
"1790","375217","31","Gandhinagar","990"
"1791","375275","1","Jaipur","986"
"1792","375314","5","Kovalam","775"
"1793","375316","106","Gangtok","2770"
"1794","375354","232","Jaipur","1905"
"1795","375374","24","Dwarka","600"
"1796","375375","1275","Kochi","5698"
"1797","375378","358","Kochi","1518"
"1798","375417","48","Jaipur","806"
"1799","375418","51","Kumarakom","841"
"1800","375419","17","Jaipur","909"
"1801","375437","86","Kochi","733"
"1802","375438","150","Kochi","2392"
"1803","375455","105","Kolkata","1564"
"1804","375457","19","Katra","558"
"1805","375475","16","Kochi","596"
"1806","375476","39","Chikmaglur","529"
"1807","375478","16","Dhanaulti","586"
"1808","375481","7","Kochi","808"
"1809","375484","22","Kochi","544"
"1810","375517","72","Kumarakom","639"
"1811","375520","74","Chennai","505"
"1812","375534","46","Kufri","908"
"1813","375607","34","Kumbhalgarh","552"
"1814","376877","46","Kochi","531"
"1815","376955","103","Kochi","1938"
"1816","377082","132","Daman","2885"
"1817","377115","5","Kota","689"
"1818","377137","24","Kota","855"
"1819","377289","393","Kochi","2820"
"1820","377339","752","Chandigarh","4248"
"1821","377374","12","Jaipur","803"
"1822","377458","64","Dwarka","879"
"1823","377459","49","Jaipur","794"
"1824","377478","1","Jabalpur","707"
"1825","377500","126","Daman","2373"
"1826","377503","1","Dwarka","951"
"1827","377504","36","Daman","664"
"1828","377505","18","Dwarka","687"
"1829","377507","20","Dwarka","636"
"1830","377528","69","Goa","879"
"1831","377543","8","Goa","549"
"1832","377544","5","Goa","716"
"1833","377545","7","Goa","733"
"1834","377558","1","Jaipur","753"
"1835","377565","21","Jaipur","802"
"1836","377567","51","Jaipur","595"
"1837","377571","52","Jaipur","949"
"1838","377582","185","Goa","1764"
"1839","377588","121","Goa","2192"
"1840","377589","17","Goa","725"
"1841","377594","96","Goa","970"
"1842","377603","41","Jaipur","517"
"1843","377624","61","Kovalam","755"
"1844","377625","167","Kovalam","2583"
"1845","377642","21","Jaipur","544"
"1846","377645","65","Jaipur","802"
"1847","377679","31","Jaipur","625"
"1848","377705","1","Jaipur","865"
"1849","377717","13","Kovalam","523"
"1850","377722","1","Jaipur","724"
"1851","377761","10","Kovalam","850"
"1852","377764","21","Jaipur","947"
"1853","377768","9","Jaipur","691"
"1854","377772","10","Chikmaglur","793"
"1855","378085","31","Indore","937"
"1856","378122","18","Gandhidham","883"
"1857","378124","27","Gandhidham","510"
"1858","378167","37","Katra","663"
"1859","378168","29","Dehradun","590"
"1860","378223","17","Jaipur","558"
"1861","378224","15","Jammu","992"
"1862","378229","14","Jaipur","866"
"1863","378242","6","Jaipur","745"
"1864","378290","28","Jaipur","898"
"1865","378291","8","Kolkata","650"
"1866","378301","72","Chikmaglur","889"
"1867","378308","8","Jaipur","792"
"1868","378309","12","Jaipur","573"
"1869","378310","46","Indore","573"
"1870","378324","15","Jaipur","907"
"1871","378325","13","Jaipur","699"
"1872","378493","154","Daman","2107"
"1873","378514","8","Chikmaglur","976"
"1874","378536","3","Katra","743"
"1875","378542","531","Chennai","3982"
"1876","378553","1226","Kochi","5749"
"1877","378573","7","Kolkata","538"
"1878","378577","43","Chandigarh","917"
"1879","378600","77","Kumbhalgarh","678"
"1880","378618","41","Indore","595"
"1881","378641","38","Chennai","539"
"1882","378686","37","Kolkata","516"
"1883","378722","252","Kodaikanal","2385"
"1884","378724","32","Dalhousie","930"
"1885","378726","41","Jaipur","979"
"1886","378728","29","Jaipur","710"
"1887","378729","30","Dalhousie","563"
"1888","378730","21","Jaipur","766"
"1889","378731","27","Dharamshala","897"
"1890","378733","25","Jaipur","896"
"1891","378734","22","Jaipur","811"
"1892","378736","41","Jaipur","648"
"1893","378738","23","Jaipur","930"
"1894","378739","41","Jaipur","676"
"1895","378740","49","Jaipur","557"
"1896","378741","22","Jaipur","565"
"1897","378742","1","Jaipur","728"
"1898","378745","19","Jaipur","641"
"1899","378746","23","Jaipur","852"
"1900","378759","1","Jaipur","633"
"1901","378781","12","Jaipur","895"
"1902","378783","1","Jaipur","734"
"1903","378785","12","Dalhousie","847"
"1904","378786","31","Jaipur","904"
"1905","378787","25","Jaipur","794"
"1906","378788","13","Jaipur","840"
"1907","378790","15","Jaipur","530"
"1908","378793","31","Jaipur","999"
"1909","378800","1","Jaipur","932"
"1910","378801","41","Jaipur","811"
"1911","378802","17","Jaipur","520"
"1912","378805","20","Jaipur","617"
"1913","378809","21","Jaipur","780"
"1914","378810","1","Jaipur","791"
"1915","378811","17","Chamba","697"
"1916","378813","1","Jaipur","620"
"1917","378814","47","Dalhousie","987"
"1918","378817","6","Jaipur","974"
"1919","378820","14","Chamba","896"
"1920","378822","60","Dalhousie","944"
"1921","378823","23","Jaipur","799"
"1922","378828","16","Jaipur","844"
"1923","378829","25","Jaipur","911"
"1924","378830","95","Khajjiar","989"
"1925","378831","1","Jaipur","558"
"1926","378832","21","Jaipur","856"
"1927","378833","21","Jaipur","542"
"1928","378834","5","Chennai","805"
"1929","378838","17","Chennai","585"
"1930","378858","11","Kolkata","995"
"1931","378862","21","Jaisalmer","605"
"1932","378865","31","Hyderabad","672"
"1933","378866","10","Chennai","839"
"1934","378878","25","Goa","873"
"1935","378880","39","Jaipur","502"
"1936","378899","21","Jaipur","956"
"1937","378902","52","Jaipur","696"
"1938","378904","37","Jaipur","956"
"1939","378905","43","Jaipur","620"
"1940","378906","15","Jaipur","783"
"1941","378940","21","Jaipur","953"
"1942","378941","39","Jaipur","559"
"1943","378942","9","Katra","670"
"1944","378944","82","Chandigarh","569"
"1945","378946","48","Jaipur","507"
"1946","378950","22","Jaipur","769"
"1947","378954","48","Jaipur","771"
"1948","378961","1","Jaipur","928"
"1949","378963","42","Jaipur","603"
"1950","378964","35","Kolkata","979"
"1951","378968","33","Kolkata","960"
"1952","378969","3","Katra","607"
"1953","378973","19","Jaipur","694"
"1954","378979","31","Jaipur","594"
"1955","378998","197","Chikmaglur","1755"
"1956","378999","10","Chikmaglur","909"
"1957","379001","51","Jaipur","502"
"1958","379004","7","Jaipur","960"
"1959","379039","12","Chikmaglur","706"
"1960","379058","6","Dehradun","592"
"1961","379059","12","Dehradun","780"
"1962","379060","20","Dehradun","600"
"1963","379061","34","Dehradun","921"
"1964","379062","29","Dehradun","654"
"1965","379063","13","Dehradun","715"
"1966","379067","41","Dehradun","745"
"1967","379068","16","Dehradun","592"
"1968","379069","14","Dehradun","617"
"1969","379071","28","Dehradun","740"
"1970","379072","9","Dehradun","716"
"1971","379076","23","Jaipur","617"
"1972","379079","249","Chikmaglur","2544"
"1973","379080","16","Jaisalmer","935"
"1974","379081","15","Dehradun","971"
"1975","379082","5","Dehradun","717"
"1976","379084","30","Dehradun","916"
"1977","379087","39","Dehradun","673"
"1978","379098","6","Dehradun","933"
"1979","379127","2","Dead City","818"
"1980","379130","29","Jaipur","1000"
"1981","379133","15","Dalhousie","947"
"1982","379139","110","Kufri","2329"
"1983","379140","14","Kullu","711"
"1984","379141","31","Jaipur","527"
"1985","379144","4","Kullu","779"
"1986","379149","174","Dehradun","2534"
"1987","379167","14","Ludhiana","667"
"1988","379168","25","Ludhiana","616"
"1989","379199","10","Chandigarh","553"
"1990","379238","12","Kochi","794"
"1991","379239","27","Ludhiana","701"
"1992","379244","122","Chikmaglur","2606"
"1993","379267","93","Chikmaglur","594"
"1994","379322","15","Darjeeling","983"
"1995","379346","1","Goa","596"
"1996","379392","16","Jaipur","827"
"1997","379403","20","Gangtok","558"
"1998","379406","19","Jaipur","605"
"1999","379420","97","Chennai","879"
"2000","379421","14","Dalhousie","976"
"2001","379422","17","Gangtok","787"
"2002","379429","132","Kodaikanal","2457"
"2003","379763","25","Gangtok","878"
"2004","379784","26","Goa","974"
"2005","379804","240","Kochi","2956"
"2006","379807","4","Gangtok","799"
"2007","379810","111","Corbett","2721"
"2008","379811","16","Corbett","571"
"2009","379812","43","Coorg","759"
"2010","379814","9","Chikmaglur","955"
"2011","379815","4","Kolkata","947"
"2012","379851","44","Jaisalmer","920"
"2013","379883","25","Kolkata","586"
"2014","379884","32","Coorg","941"
"2015","379891","103","Kochi","2099"
"2016","379902","11","Jaipur","854"
"2017","379922","1","Jaipur","656"
"2018","379926","55","Chandigarh","745"
"2019","379927","1","Jaipur","954"
"2020","379928","19","Bundi","915"
"2021","379931","101","Jaipur","2607"
"2022","379996","58","Kota","605"
"2023","379997","1","Goa","956"
"2024","379998","52","Kota","957"
"2025","379999","27","Goa","733"
"2026","380000","33","Kota","957"
"2027","380002","4","Jaipur","682"
"2028","380008","1","Jaipur","660"
"2029","380011","7","Goa","667"
"2030","380014","16","Jaipur","792"
"2031","380018","13","Coorg","930"
"2032","380234","19","Coorg","792"
"2033","380236","48","Coorg","991"
"2034","380240","4","Chandigarh","929"
"2035","380243","52","Jaipur","632"
"2036","380246","59","Jaipur","910"
"2037","380248","112","Faridabad","1881"
"2038","380253","27","Coorg","734"
"2039","380256","25","Coorg","759"
"2040","380258","15","Coorg","752"
"2041","380266","244","Kozhikode","2161"
"2042","380275","118","Chandigarh","1881"
"2043","380276","74","Kochi","996"
"2044","380278","16","Dwarka","723"
"2045","380279","118","Coorg","1675"
